"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2022 - Stemmeberettigede";"FV2022 - Afgivne stemmer";"FV2022 - Blanke stemmer";"FV2022 - Andre ugyldige stemmer";"FV2022 - Gyldige stemmer";"FV2022 - A. Socialdemokratiet";"FV2022 - B. Radikale Venstre";"FV2022 - C. Det Konservative Folkeparti";"FV2022 - D. Nye Borgerlige";"FV2022 - F. SF - Socialistisk Folkeparti";"FV2022 - I. Liberal Alliance";"FV2022 - K. Kristendemokraterne";"FV2022 - M. Minoritetspartiet";"FV2022 - O. Dansk Folkeparti";"FV2022 - Q. Frie Grønne, Danmarks Nye Venstrefløjsparti";"FV2022 - V. Venstre, Danmarks Liberale Parti";"FV2022 - Æ. Danmarksdemokraterne - Inger Støjberg";"FV2022 - Ø. Enhedslisten - De Rød-Grønne";"FV2022 - Å. Alternativet";"FV2022 - 1. Uden for partierne";"FV2022 - 2. Uden for partierne";"FV2022 - 3. Uden for partierne"
"621005";"621005";"59";"7";"2";"4018";"3488";"32";"11";"3445";"893";"88";"196";"175";"225";"307";"9";"397";"87";"33";"566";"360";"62";"47";"-";"0";"0"
"621006";"621006";"59";"7";"2";"3723";"3294";"48";"11";"3235";"778";"75";"168";"203";"175";"298";"17";"369";"98";"8";"612";"361";"33";"38";"-";"2";"0"
"621007";"621007";"59";"7";"2";"4173";"3635";"58";"15";"3562";"918";"82";"189";"270";"199";"305";"33";"321";"75";"10";"599";"443";"65";"49";"-";"4";"0"
"621008";"621008";"60";"7";"2";"4696";"3450";"65";"21";"3364";"960";"116";"146";"171";"330";"328";"28";"232";"142";"23";"355";"291";"152";"85";"-";"5";"0"
"621009";"621009";"60";"7";"2";"6355";"5132";"87";"19";"5026";"1221";"226";"254";"267";"468";"569";"48";"471";"138";"22";"605";"391";"210";"131";"-";"4";"1"
"621010";"621010";"60";"7";"2";"4686";"4108";"62";"17";"4029";"1180";"109";"249";"199";"324";"329";"72";"389";"131";"11";"547";"359";"87";"43";"-";"0";"0"
"621011";"621011";"60";"7";"2";"3592";"3247";"17";"8";"3222";"737";"98";"226";"133";"179";"402";"13";"457";"76";"6";"600";"223";"39";"33";"-";"0";"0"
"621012";"621012";"60";"7";"2";"3420";"3020";"30";"9";"2981";"724";"128";"128";"175";"269";"239";"6";"318";"90";"4";"403";"317";"109";"69";"-";"2";"0"
"621013";"621013";"60";"7";"2";"2683";"2327";"46";"4";"2277";"684";"57";"112";"119";"148";"208";"10";"220";"58";"4";"366";"228";"37";"25";"-";"1";"0"
"621014";"621014";"60";"7";"2";"5432";"4537";"65";"12";"4460";"1279";"78";"271";"336";"223";"281";"30";"362";"124";"5";"740";"628";"60";"43";"-";"0";"0"
"621015";"621015";"60";"7";"2";"5088";"4313";"61";"10";"4242";"1146";"90";"175";"363";"242";"276";"45";"385";"156";"10";"653";"596";"58";"46";"-";"1";"0"
"630001";"630001";"57";"7";"2";"2454";"2009";"21";"12";"1976";"580";"71";"99";"65";"198";"146";"20";"218";"54";"1";"276";"157";"42";"46";"-";"2";"1"
"630002";"630002";"57";"7";"2";"5050";"4367";"69";"9";"4289";"1258";"115";"212";"222";"352";"353";"57";"431";"84";"3";"658";"377";"100";"66";"-";"1";"0"
"630003";"630003";"57";"7";"2";"1628";"1449";"15";"9";"1425";"455";"27";"61";"73";"91";"114";"25";"156";"33";"0";"190";"160";"19";"20";"-";"1";"0"
"630004";"630004";"57";"7";"2";"1745";"1473";"27";"7";"1439";"373";"20";"54";"123";"62";"110";"12";"149";"34";"2";"247";"199";"25";"28";"-";"1";"0"
"630005";"630005";"57";"7";"2";"1438";"1293";"20";"2";"1271";"324";"35";"50";"75";"77";"68";"14";"125";"37";"1";"243";"180";"24";"18";"-";"0";"0"
"630006";"630006";"57";"7";"2";"2735";"2306";"25";"12";"2269";"488";"67";"90";"133";"118";"189";"10";"220";"47";"1";"527";"304";"48";"27";"-";"0";"0"
"630007";"630007";"57";"7";"2";"772";"697";"9";"2";"686";"173";"19";"23";"39";"40";"54";"3";"49";"23";"7";"134";"102";"12";"8";"-";"0";"0"
"630008";"630008";"57";"7";"2";"1458";"1297";"14";"5";"1278";"321";"30";"47";"83";"86";"82";"6";"136";"30";"0";"220";"180";"29";"27";"-";"1";"0"
"630009";"630009";"57";"7";"2";"11215";"8304";"122";"53";"8129";"2165";"343";"438";"340";"672";"858";"38";"691";"176";"69";"1166";"554";"376";"234";"-";"9";"0"
"630010";"630010";"57";"7";"2";"929";"830";"13";"3";"814";"191";"26";"34";"53";"51";"70";"6";"92";"15";"5";"150";"88";"17";"15";"-";"1";"0"
"630011";"630011";"57";"7";"2";"3846";"3434";"39";"6";"3389";"860";"103";"203";"126";"212";"247";"17";"378";"51";"10";"797";"263";"79";"41";"-";"2";"0"
"630012";"630012";"57";"7";"2";"2922";"2652";"25";"2";"2625";"544";"132";"201";"80";"172";"256";"6";"375";"31";"8";"540";"144";"71";"65";"-";"0";"0"
"630013";"630013";"57";"7";"2";"2200";"1735";"17";"10";"1708";"602";"48";"57";"65";"107";"96";"15";"137";"36";"110";"165";"125";"105";"37";"-";"2";"1"
"630014";"630014";"57";"7";"2";"2166";"1757";"29";"11";"1717";"607";"53";"57";"61";"143";"115";"9";"180";"37";"13";"198";"138";"64";"38";"-";"4";"0"
"630015";"630015";"57";"7";"2";"3754";"2918";"54";"18";"2846";"781";"91";"152";"103";"238";"283";"17";"275";"71";"17";"457";"169";"130";"58";"-";"4";"0"
"630016";"630016";"56";"7";"2";"1991";"1838";"21";"1";"1816";"467";"73";"121";"54";"120";"154";"19";"220";"33";"5";"351";"123";"38";"37";"-";"1";"0"
"630017";"630017";"56";"7";"2";"4423";"3796";"52";"14";"3730";"851";"58";"207";"214";"142";"275";"34";"298";"81";"1";"831";"651";"46";"40";"-";"1";"0"
"630018";"630018";"56";"7";"2";"1633";"1417";"21";"6";"1390";"264";"36";"61";"114";"89";"91";"14";"112";"44";"2";"226";"285";"23";"27";"-";"2";"0"
"630019";"630019";"56";"7";"2";"967";"832";"20";"3";"809";"192";"17";"39";"44";"49";"59";"10";"81";"28";"0";"151";"112";"11";"16";"-";"0";"0"
"630020";"630020";"56";"7";"2";"845";"728";"17";"0";"711";"178";"15";"24";"45";"26";"42";"6";"73";"15";"1";"137";"127";"13";"9";"-";"0";"0"
"630021";"630021";"56";"7";"2";"711";"632";"10";"3";"619";"84";"9";"33";"62";"27";"53";"9";"52";"17";"1";"138";"111";"12";"8";"-";"2";"1"
"630022";"630022";"56";"7";"2";"343";"319";"9";"0";"310";"49";"6";"21";"22";"11";"27";"2";"28";"10";"0";"70";"57";"3";"4";"-";"0";"0"
"630023";"630023";"56";"7";"2";"1176";"999";"30";"4";"965";"196";"11";"47";"53";"49";"66";"8";"85";"27";"2";"206";"182";"11";"21";"-";"0";"1"
"630024";"630024";"56";"7";"2";"3419";"3040";"43";"13";"2984";"810";"138";"153";"87";"324";"190";"24";"333";"34";"4";"464";"235";"99";"83";"-";"6";"0"
"630025";"630025";"56";"7";"2";"1242";"1098";"14";"4";"1080";"212";"22";"33";"87";"80";"77";"14";"90";"27";"1";"207";"165";"32";"33";"-";"0";"0"
"630026";"630026";"56";"7";"2";"1270";"1129";"14";"2";"1113";"272";"42";"69";"46";"82";"121";"17";"107";"23";"4";"203";"84";"26";"15";"-";"2";"0"
"630027";"630027";"56";"7";"2";"1708";"1521";"30";"5";"1486";"378";"38";"77";"75";"70";"122";"10";"150";"26";"0";"302";"188";"19";"30";"-";"1";"0"
"630028";"630028";"56";"7";"2";"1214";"1074";"14";"4";"1056";"223";"21";"40";"46";"57";"64";"2";"118";"30";"3";"231";"167";"30";"24";"-";"0";"0"
"630029";"630029";"56";"7";"2";"1064";"932";"19";"2";"911";"221";"23";"44";"57";"49";"49";"9";"88";"35";"2";"157";"150";"15";"11";"-";"0";"1"
"630030";"630030";"56";"7";"2";"5021";"3997";"39";"25";"3933";"1050";"178";"219";"121";"342";"268";"57";"405";"71";"195";"512";"258";"170";"86";"-";"1";"0"
"630031";"630031";"56";"7";"2";"1981";"1785";"17";"3";"1765";"354";"60";"122";"72";"100";"248";"8";"275";"20";"12";"367";"91";"14";"21";"-";"1";"0"
"630032";"630032";"56";"7";"2";"6467";"5786";"53";"18";"5715";"1290";"236";"473";"192";"331";"582";"35";"702";"91";"33";"1221";"333";"104";"89";"-";"3";"0"
"630033";"630033";"56";"7";"2";"1773";"1518";"31";"12";"1475";"390";"63";"75";"79";"154";"117";"10";"147";"28";"4";"189";"98";"68";"52";"-";"1";"0"
"630034";"630034";"56";"7";"2";"3230";"2851";"29";"5";"2817";"767";"107";"145";"96";"224";"264";"27";"301";"50";"10";"467";"217";"89";"53";"-";"0";"0"
"657001";"657001";"80";"9";"3";"19041";"15276";"221";"72";"14983";"3616";"375";"1034";"379";"873";"1770";"245";"1339";"348";"94";"2750";"1493";"421";"226";"20";"-";"-"
"657002";"657002";"80";"9";"3";"951";"780";"13";"1";"766";"189";"15";"47";"53";"27";"46";"7";"48";"17";"1";"138";"162";"9";"7";"0";"-";"-"
"657005";"657005";"80";"9";"3";"2439";"2098";"29";"10";"2059";"473";"20";"130";"69";"70";"159";"63";"120";"43";"1";"505";"366";"26";"14";"0";"-";"-"
"657006";"657006";"80";"9";"3";"704";"593";"13";"5";"575";"140";"4";"21";"32";"33";"39";"13";"28";"21";"0";"97";"127";"13";"7";"0";"-";"-"
"657007";"657007";"80";"9";"3";"4848";"4400";"48";"7";"4345";"887";"84";"340";"106";"272";"512";"62";"417";"68";"11";"1012";"462";"64";"44";"4";"-";"-"
"657008";"657008";"80";"9";"3";"1641";"1383";"29";"8";"1346";"345";"9";"55";"62";"41";"68";"42";"87";"27";"2";"288";"293";"21";"6";"0";"-";"-"
"657009";"657009";"80";"9";"3";"694";"598";"5";"0";"593";"93";"11";"35";"35";"14";"36";"24";"34";"13";"1";"137";"136";"14";"6";"4";"-";"-"
"657011";"657011";"80";"9";"3";"553";"496";"10";"3";"483";"99";"9";"38";"18";"23";"44";"12";"27";"11";"2";"87";"93";"9";"10";"1";"-";"-"
"657013";"657013";"81";"9";"3";"3068";"2686";"26";"9";"2651";"538";"26";"171";"79";"113";"202";"132";"150";"44";"2";"713";"435";"29";"15";"2";"-";"-"
"657014";"657014";"81";"9";"3";"568";"485";"8";"1";"476";"98";"3";"26";"24";"17";"42";"5";"22";"13";"1";"75";"141";"7";"2";"0";"-";"-"
"657015";"657015";"81";"9";"3";"1362";"1110";"21";"5";"1084";"300";"18";"51";"27";"93";"82";"34";"60";"32";"23";"157";"110";"64";"30";"3";"-";"-"
"657016";"657016";"81";"9";"3";"863";"754";"5";"2";"747";"150";"8";"60";"40";"29";"56";"13";"34";"20";"0";"163";"163";"7";"4";"0";"-";"-"
"657017";"657017";"81";"9";"3";"6276";"5434";"56";"7";"5371";"1175";"148";"369";"111";"288";"539";"137";"466";"91";"30";"1243";"598";"98";"73";"5";"-";"-"
"657018";"657018";"81";"9";"3";"495";"448";"6";"1";"441";"72";"6";"19";"25";"19";"32";"20";"28";"4";"0";"111";"95";"1";"9";"0";"-";"-"
"657019";"657019";"81";"9";"3";"643";"555";"7";"2";"546";"144";"6";"27";"18";"29";"42";"5";"24";"9";"0";"102";"127";"3";"8";"2";"-";"-"
"657020";"657020";"81";"9";"3";"331";"266";"8";"1";"257";"31";"3";"23";"18";"9";"16";"4";"12";"10";"0";"53";"73";"3";"1";"1";"-";"-"
"657021";"657021";"81";"9";"3";"639";"557";"5";"0";"552";"105";"9";"25";"13";"30";"62";"18";"19";"18";"0";"144";"94";"10";"3";"2";"-";"-"
"657022";"657022";"81";"9";"3";"682";"638";"6";"0";"632";"157";"6";"31";"25";"36";"35";"23";"33";"25";"0";"140";"103";"9";"8";"1";"-";"-"
"657023";"657023";"81";"9";"3";"3992";"3573";"50";"7";"3516";"817";"59";"237";"97";"204";"326";"61";"311";"57";"18";"782";"480";"41";"24";"2";"-";"-"
"657024";"657024";"81";"9";"3";"3655";"3200";"33";"9";"3158";"706";"36";"256";"96";"138";"272";"39";"244";"51";"3";"694";"555";"38";"26";"4";"-";"-"
"657025";"657025";"81";"9";"3";"919";"777";"10";"3";"764";"131";"5";"38";"21";"39";"54";"29";"53";"18";"1";"188";"173";"7";"7";"0";"-";"-"
"657026";"657026";"81";"9";"3";"4698";"4114";"52";"13";"4049";"973";"66";"295";"98";"230";"394";"122";"374";"65";"17";"836";"478";"62";"37";"2";"-";"-"
"657027";"657027";"81";"9";"3";"3272";"2856";"34";"9";"2813";"599";"34";"147";"72";"135";"181";"106";"200";"54";"7";"765";"462";"25";"25";"1";"-";"-"
"657028";"657028";"81";"9";"3";"366";"332";"2";"0";"330";"82";"4";"18";"10";"18";"19";"6";"19";"3";"0";"80";"59";"8";"4";"0";"-";"-"
"657029";"657029";"81";"9";"3";"1203";"1086";"13";"3";"1070";"193";"9";"64";"42";"48";"93";"55";"48";"17";"1";"303";"171";"14";"9";"3";"-";"-"
"657030";"657030";"81";"9";"3";"792";"689";"10";"0";"679";"113";"6";"33";"38";"31";"51";"9";"35";"19";"0";"160";"168";"9";"5";"2";"-";"-"
"661001";"661001";"82";"9";"3";"13899";"11672";"164";"37";"11471";"3070";"245";"672";"245";"864";"1169";"131";"634";"214";"23";"2686";"1060";"291";"159";"8";"-";"-"
"661002";"661002";"82";"9";"3";"3943";"3672";"23";"8";"3641";"886";"69";"181";"61";"276";"294";"27";"245";"44";"7";"1107";"350";"58";"36";"0";"-";"-"
"661003";"661003";"82";"9";"3";"1609";"1424";"12";"1";"1411";"308";"6";"65";"59";"54";"113";"10";"48";"23";"0";"437";"253";"20";"9";"6";"-";"-"
"661004";"661004";"82";"9";"3";"3727";"3371";"27";"6";"3338";"769";"60";"195";"62";"228";"365";"14";"204";"32";"0";"973";"353";"40";"38";"5";"-";"-"
"661005";"661005";"82";"9";"3";"9687";"7971";"91";"27";"7853";"2577";"140";"337";"200";"536";"499";"172";"398";"172";"83";"1629";"833";"202";"71";"4";"-";"-"
"661006";"661006";"82";"9";"3";"4124";"3484";"35";"7";"3442";"944";"49";"159";"121";"140";"223";"47";"142";"152";"1";"740";"647";"40";"28";"9";"-";"-"
"661007";"661007";"82";"9";"3";"1438";"1253";"13";"4";"1236";"238";"14";"93";"53";"69";"91";"23";"59";"32";"0";"311";"226";"17";"8";"2";"-";"-"
"661008";"661008";"82";"9";"3";"2409";"2075";"16";"11";"2048";"461";"26";"103";"73";"134";"124";"14";"97";"58";"4";"523";"385";"33";"12";"1";"-";"-"
"661009";"661009";"82";"9";"3";"1469";"1261";"23";"5";"1233";"311";"5";"56";"45";"57";"78";"6";"35";"41";"0";"325";"241";"18";"15";"0";"-";"-"
"661010";"661010";"82";"9";"3";"842";"713";"2";"0";"711";"176";"10";"23";"21";"41";"34";"2";"22";"15";"1";"185";"149";"21";"11";"0";"-";"-"
"665001";"665001";"73";"9";"3";"5164";"4424";"39";"14";"4371";"1208";"117";"290";"119";"248";"292";"57";"189";"89";"4";"1041";"608";"60";"42";"7";"-";"-"
"665002";"665002";"73";"9";"3";"1726";"1516";"12";"6";"1498";"319";"51";"87";"58";"121";"89";"26";"71";"28";"2";"381";"214";"25";"25";"1";"-";"-"
"665003";"665003";"73";"9";"3";"1628";"1474";"17";"7";"1450";"399";"27";"60";"53";"82";"72";"13";"66";"37";"0";"375";"222";"24";"18";"2";"-";"-"
"665004";"665004";"73";"9";"3";"1382";"1226";"7";"3";"1216";"296";"20";"60";"42";"76";"70";"11";"47";"37";"0";"286";"225";"23";"23";"0";"-";"-"
"665005";"665005";"73";"9";"3";"964";"809";"11";"3";"795";"122";"12";"47";"35";"42";"57";"10";"32";"17";"0";"219";"180";"15";"7";"0";"-";"-"
"665006";"665006";"73";"9";"3";"1039";"924";"9";"0";"915";"137";"10";"65";"43";"47";"62";"16";"33";"26";"2";"265";"189";"10";"9";"1";"-";"-"
"665007";"665007";"73";"9";"3";"1500";"1219";"6";"4";"1209";"271";"8";"54";"49";"30";"71";"9";"98";"31";"2";"315";"256";"9";"4";"2";"-";"-"
"665008";"665008";"73";"9";"3";"1276";"1129";"15";"5";"1109";"311";"10";"49";"45";"31";"48";"27";"55";"21";"1";"300";"198";"8";"5";"0";"-";"-"
"671001";"671001";"73";"9";"3";"6051";"4988";"64";"19";"4905";"1726";"91";"259";"130";"330";"336";"40";"263";"134";"20";"811";"596";"109";"55";"5";"-";"-"
"671002";"671002";"73";"9";"3";"1633";"1350";"15";"2";"1333";"421";"23";"79";"25";"98";"110";"7";"58";"29";"4";"254";"180";"32";"13";"0";"-";"-"
"671003";"671003";"73";"9";"3";"1280";"1156";"23";"3";"1130";"289";"6";"59";"41";"68";"81";"25";"45";"21";"1";"281";"191";"13";"9";"0";"-";"-"
"671004";"671004";"73";"9";"3";"1335";"1162";"6";"2";"1154";"354";"12";"60";"46";"90";"68";"10";"60";"33";"0";"231";"163";"17";"9";"1";"-";"-"
"671005";"671005";"73";"9";"3";"1515";"1375";"9";"3";"1363";"440";"12";"76";"24";"98";"113";"9";"101";"22";"0";"293";"128";"30";"17";"0";"-";"-"
"671006";"671006";"73";"9";"3";"1559";"1397";"11";"1";"1385";"282";"20";"59";"51";"66";"106";"33";"68";"18";"5";"414";"240";"11";"12";"0";"-";"-"
"671007";"671007";"73";"9";"3";"2308";"1981";"22";"5";"1954";"510";"28";"152";"59";"106";"106";"31";"106";"44";"2";"396";"367";"28";"16";"3";"-";"-"
"706001";"706001";"66";"8";"3";"7237";"6174";"66";"31";"6077";"1807";"139";"282";"224";"451";"437";"17";"619";"146";"10";"767";"585";"308";"280";"4";"1";"-"
"706002";"706002";"66";"8";"3";"3141";"2746";"26";"12";"2708";"675";"67";"87";"103";"231";"142";"9";"203";"78";"5";"394";"300";"198";"214";"2";"0";"-"
"706003";"706003";"66";"8";"3";"1665";"1373";"15";"5";"1353";"416";"17";"39";"85";"99";"89";"5";"97";"46";"7";"123";"173";"79";"77";"0";"1";"-"
"706004";"706004";"66";"8";"3";"2621";"2171";"30";"10";"2131";"638";"38";"82";"132";"142";"167";"5";"142";"67";"1";"303";"277";"64";"69";"4";"0";"-"
"706005";"706005";"66";"8";"3";"3607";"2935";"37";"10";"2888";"852";"73";"112";"216";"202";"232";"8";"199";"66";"5";"368";"357";"123";"71";"4";"0";"-"
"706006";"706006";"66";"8";"3";"6006";"5262";"64";"22";"5176";"1587";"173";"244";"199";"449";"436";"15";"442";"116";"6";"677";"464";"190";"177";"1";"0";"-"
"706007";"706007";"66";"8";"3";"2677";"2306";"42";"9";"2255";"639";"54";"77";"131";"218";"205";"13";"115";"59";"6";"275";"291";"96";"74";"2";"0";"-"
"706008";"706008";"66";"8";"3";"6311";"5521";"61";"14";"5446";"1399";"211";"262";"207";"445";"470";"16";"488";"94";"15";"762";"477";"286";"302";"9";"3";"-"
"707001";"707001";"66";"8";"3";"7510";"6044";"80";"24";"5940";"2175";"105";"210";"350";"305";"523";"20";"380";"137";"10";"769";"671";"187";"91";"4";"3";"-"
"707002";"707002";"66";"8";"3";"120";"101";"3";"2";"96";"26";"5";"3";"3";"7";"6";"0";"6";"7";"0";"6";"5";"17";"5";"0";"0";"-"
"707003";"707003";"66";"8";"3";"1912";"1596";"17";"5";"1574";"494";"21";"47";"124";"75";"121";"7";"91";"53";"6";"187";"256";"51";"38";"2";"1";"-"
"707004";"707004";"66";"8";"3";"5184";"4073";"43";"16";"4014";"1688";"66";"110";"216";"207";"253";"12";"266";"116";"12";"414";"473";"117";"59";"5";"0";"-"
"707005";"707005";"66";"8";"3";"3055";"2588";"32";"11";"2545";"752";"33";"102";"137";"164";"199";"20";"151";"80";"4";"316";"377";"115";"89";"5";"1";"-"
"707006";"707006";"66";"8";"3";"1634";"1304";"21";"3";"1280";"365";"14";"37";"91";"68";"98";"7";"73";"37";"8";"203";"222";"42";"14";"0";"1";"-"
"707007";"707007";"66";"8";"3";"2384";"1875";"14";"4";"1857";"609";"22";"41";"120";"99";"196";"7";"84";"57";"4";"213";"287";"80";"34";"3";"1";"-"
"707008";"707008";"66";"8";"3";"1911";"1568";"19";"4";"1545";"573";"16";"36";"131";"81";"176";"6";"67";"62";"2";"159";"185";"27";"20";"4";"0";"-"
"707009";"707009";"66";"8";"3";"3210";"2724";"44";"7";"2673";"827";"36";"87";"140";"110";"541";"4";"157";"65";"1";"315";"310";"55";"25";"0";"0";"-"
"707010";"707010";"66";"8";"3";"1396";"1189";"2";"1";"1186";"405";"25";"35";"62";"74";"112";"5";"70";"26";"3";"145";"151";"44";"27";"2";"0";"-"
"710001";"710001";"69";"8";"3";"4068";"3539";"58";"4";"3477";"1003";"151";"198";"123";"251";"279";"9";"295";"86";"11";"601";"282";"112";"75";"1";"0";"-"
"710002";"710002";"69";"8";"3";"2871";"2542";"34";"13";"2495";"753";"106";"151";"119";"176";"209";"6";"210";"53";"3";"375";"227";"73";"33";"0";"1";"-"
"710003";"710003";"69";"8";"3";"1562";"1394";"18";"2";"1374";"381";"48";"75";"78";"87";"125";"7";"110";"30";"2";"196";"163";"42";"28";"2";"0";"-"
"710004";"710004";"69";"8";"3";"5676";"4960";"69";"15";"4876";"1581";"117";"320";"211";"331";"334";"8";"413";"123";"6";"763";"450";"143";"76";"0";"0";"-"
"710005";"710005";"69";"8";"3";"1456";"1308";"17";"2";"1289";"364";"40";"62";"125";"99";"84";"9";"101";"29";"5";"155";"144";"42";"29";"1";"0";"-"
"710006";"710006";"69";"8";"3";"3608";"3231";"40";"12";"3179";"835";"158";"181";"91";"340";"317";"16";"293";"43";"5";"466";"197";"134";"98";"4";"1";"-"
"710007";"710007";"69";"8";"3";"3161";"2879";"35";"5";"2839";"794";"135";"160";"73";"263";"261";"12";"267";"42";"6";"438";"218";"93";"72";"5";"0";"-"
"710008";"710008";"69";"8";"3";"1311";"1178";"18";"1";"1159";"310";"48";"48";"61";"102";"98";"7";"102";"34";"2";"151";"120";"38";"35";"2";"1";"-"
"710009";"710009";"69";"8";"3";"2984";"2563";"33";"6";"2524";"686";"49";"195";"161";"140";"175";"17";"178";"67";"1";"373";"378";"54";"47";"3";"0";"-"
"710010";"710010";"69";"8";"3";"2679";"2299";"26";"6";"2267";"587";"40";"192";"171";"95";"150";"8";"169";"66";"2";"353";"328";"59";"43";"4";"0";"-"
"710011";"710011";"69";"8";"3";"1444";"1236";"20";"4";"1212";"402";"17";"49";"94";"69";"98";"3";"74";"34";"2";"142";"167";"37";"24";"0";"0";"-"
"710012";"710012";"69";"8";"3";"2287";"2139";"21";"4";"2114";"583";"95";"189";"66";"176";"200";"15";"222";"33";"0";"334";"114";"48";"39";"0";"0";"-"
"710013";"710013";"69";"8";"3";"883";"767";"10";"1";"756";"184";"10";"44";"62";"46";"59";"2";"42";"40";"0";"127";"118";"15";"7";"0";"0";"-"
"710014";"710014";"69";"8";"3";"897";"734";"11";"0";"723";"187";"32";"25";"40";"52";"72";"6";"66";"15";"18";"81";"69";"39";"18";"3";"0";"-"
"727001";"727001";"70";"8";"3";"10013";"8676";"97";"33";"8546";"2583";"302";"462";"246";"845";"656";"47";"754";"141";"15";"1208";"573";"426";"279";"6";"3";"-"
"727002";"727002";"70";"8";"3";"343";"312";"1";"0";"311";"73";"7";"12";"24";"25";"23";"0";"26";"7";"0";"43";"49";"10";"12";"0";"0";"-"
"727003";"727003";"70";"8";"3";"1428";"1301";"15";"1";"1285";"327";"44";"75";"42";"160";"88";"7";"126";"25";"2";"168";"77";"76";"67";"1";"0";"-"
"727004";"727004";"70";"8";"3";"1020";"917";"7";"0";"910";"250";"52";"36";"39";"112";"60";"4";"66";"20";"0";"116";"62";"50";"41";"2";"0";"-"
"727005";"727005";"70";"8";"3";"1685";"1547";"15";"1";"1531";"462";"39";"69";"52";"165";"109";"1";"143";"25";"2";"214";"110";"84";"53";"3";"0";"-"
"727006";"727006";"70";"8";"3";"828";"699";"5";"3";"691";"203";"14";"24";"38";"48";"57";"3";"46";"20";"2";"107";"85";"25";"18";"1";"0";"-"
"727007";"727007";"70";"8";"3";"1001";"877";"17";"3";"857";"287";"17";"27";"45";"78";"64";"3";"68";"7";"0";"94";"104";"33";"29";"0";"1";"-"
"727008";"727008";"70";"8";"3";"965";"819";"7";"2";"810";"229";"20";"35";"45";"62";"43";"2";"69";"10";"4";"111";"88";"54";"35";"3";"0";"-"
"727009";"727009";"70";"8";"3";"122";"115";"2";"0";"113";"17";"4";"10";"4";"12";"14";"1";"6";"0";"0";"25";"11";"3";"6";"0";"0";"-"
"727010";"727010";"70";"8";"3";"64";"53";"0";"0";"53";"21";"0";"4";"0";"3";"1";"0";"3";"1";"0";"6";"11";"0";"3";"0";"0";"-"
"730001";"730001";"68";"8";"3";"2438";"2118";"31";"5";"2082";"759";"49";"79";"79";"179";"126";"11";"122";"51";"3";"264";"177";"102";"75";"6";"0";"-"
"730002";"730002";"68";"8";"3";"2284";"2058";"20";"3";"2035";"587";"49";"90";"106";"101";"200";"9";"169";"52";"0";"407";"203";"28";"32";"2";"0";"-"
"730004";"730004";"68";"8";"3";"639";"559";"9";"2";"548";"156";"7";"13";"41";"30";"40";"6";"37";"16";"3";"93";"82";"10";"13";"1";"0";"-"
"730005";"730005";"67";"8";"3";"1118";"897";"10";"1";"886";"314";"7";"24";"70";"33";"42";"5";"38";"37";"0";"82";"199";"21";"13";"0";"1";"-"
"730006";"730006";"67";"8";"3";"891";"716";"3";"0";"713";"209";"7";"21";"77";"32";"47";"1";"24";"33";"2";"50";"164";"23";"20";"3";"0";"-"
"730007";"730007";"67";"8";"3";"1093";"935";"8";"2";"925";"321";"15";"15";"64";"36";"62";"4";"53";"30";"3";"120";"177";"11";"14";"0";"0";"-"
"730008";"730008";"67";"8";"3";"1970";"1688";"17";"4";"1667";"569";"23";"50";"95";"78";"140";"7";"107";"55";"2";"290";"194";"25";"32";"0";"0";"-"
"730009";"730009";"67";"8";"3";"1166";"1010";"10";"3";"997";"349";"12";"20";"77";"36";"83";"7";"58";"40";"2";"123";"166";"17";"6";"1";"0";"-"
"730010";"730010";"67";"8";"3";"1044";"869";"6";"2";"861";"247";"14";"12";"70";"31";"53";"19";"46";"38";"3";"87";"202";"22";"16";"1";"0";"-"
"730011";"730011";"67";"8";"3";"4228";"3577";"26";"11";"3540";"1312";"77";"123";"145";"251";"311";"22";"260";"92";"6";"467";"307";"105";"60";"2";"0";"-"
"730012";"730012";"67";"8";"3";"2436";"2149";"28";"4";"2117";"690";"39";"98";"103";"116";"187";"18";"157";"67";"4";"367";"223";"30";"18";"0";"0";"-"
"730013";"730013";"67";"8";"3";"3188";"2917";"34";"5";"2878";"749";"83";"161";"83";"140";"370";"9";"306";"54";"4";"616";"201";"69";"33";"0";"0";"-"
"730014";"730014";"67";"8";"3";"1950";"1690";"28";"3";"1659";"648";"16";"44";"105";"78";"100";"5";"105";"66";"3";"238";"216";"21";"13";"1";"0";"-"
