"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2022 - Stemmeberettigede";"FV2022 - Afgivne stemmer";"FV2022 - Blanke stemmer";"FV2022 - Andre ugyldige stemmer";"FV2022 - Gyldige stemmer";"FV2022 - A. Socialdemokratiet";"FV2022 - B. Radikale Venstre";"FV2022 - C. Det Konservative Folkeparti";"FV2022 - D. Nye Borgerlige";"FV2022 - F. SF - Socialistisk Folkeparti";"FV2022 - I. Liberal Alliance";"FV2022 - K. Kristendemokraterne";"FV2022 - M. Minoritetspartiet";"FV2022 - O. Dansk Folkeparti";"FV2022 - Q. Frie Grønne, Danmarks Nye Venstrefløjsparti";"FV2022 - V. Venstre, Danmarks Liberale Parti";"FV2022 - Æ. Danmarksdemokraterne - Inger Støjberg";"FV2022 - Ø. Enhedslisten - De Rød-Grønne";"FV2022 - Å. Alternativet";"FV2022 - 1. Uden for partierne";"FV2022 - 2. Uden for partierne";"FV2022 - 3. Uden for partierne"
"540004";"540004";"49";"7";"2";"1792";"1496";"21";"10";"1465";"460";"20";"23";"184";"44";"72";"10";"111";"48";"3";"220";"226";"30";"14";"-";"0";"0"
"540005";"540005";"49";"7";"2";"2884";"2418";"42";"7";"2369";"881";"47";"85";"195";"98";"111";"12";"190";"74";"6";"304";"308";"43";"15";"-";"0";"0"
"540006";"540006";"49";"7";"2";"2498";"2208";"24";"7";"2177";"650";"66";"109";"113";"99";"144";"11";"250";"41";"2";"434";"193";"36";"29";"-";"0";"0"
"540007";"540007";"49";"7";"2";"1765";"1464";"26";"4";"1434";"417";"23";"34";"166";"66";"91";"3";"125";"49";"3";"215";"194";"37";"8";"-";"2";"1"
"540008";"540008";"49";"7";"2";"370";"332";"5";"1";"326";"111";"1";"11";"35";"21";"13";"0";"36";"11";"0";"40";"33";"5";"9";"-";"0";"0"
"540009";"540009";"49";"7";"2";"6207";"4969";"70";"24";"4875";"1701";"118";"186";"244";"245";"346";"26";"388";"134";"91";"637";"567";"128";"58";"-";"4";"2"
"540010";"540010";"49";"7";"2";"5530";"4337";"73";"25";"4239";"1607";"125";"151";"199";"269";"266";"24";"307";"126";"52";"539";"349";"131";"89";"-";"4";"1"
"540011";"540011";"49";"7";"2";"5760";"4579";"73";"26";"4480";"1312";"160";"232";"179";"269";"434";"21";"467";"91";"12";"698";"358";"170";"75";"-";"2";"0"
"540012";"540012";"49";"7";"2";"4526";"3971";"54";"27";"3890";"1148";"117";"196";"169";"211";"308";"22";"443";"80";"5";"708";"350";"80";"49";"-";"3";"1"
"540013";"540013";"49";"7";"2";"2384";"2061";"39";"12";"2010";"607";"25";"85";"182";"83";"143";"8";"161";"49";"7";"366";"244";"28";"22";"-";"0";"0"
"540014";"540014";"49";"7";"2";"1276";"1086";"16";"5";"1065";"316";"19";"37";"136";"38";"73";"7";"66";"35";"0";"144";"163";"14";"16";"-";"1";"0"
"540015";"540015";"49";"7";"2";"3429";"2877";"37";"10";"2830";"942";"44";"119";"230";"118";"180";"10";"218";"88";"6";"478";"310";"63";"23";"-";"1";"0"
"540016";"540016";"49";"7";"2";"5896";"4904";"60";"26";"4818";"1628";"85";"201";"293";"221";"282";"26";"419";"176";"11";"772";"559";"70";"72";"-";"3";"0"
"540017";"540017";"49";"7";"2";"630";"540";"5";"5";"530";"139";"5";"13";"64";"13";"34";"3";"34";"25";"1";"83";"98";"12";"4";"-";"2";"0"
"550001";"550001";"51";"7";"2";"1311";"1085";"14";"3";"1068";"273";"10";"60";"93";"39";"63";"2";"140";"36";"1";"157";"184";"8";"2";"-";"0";"0"
"550002";"550002";"51";"7";"2";"458";"398";"8";"1";"389";"105";"1";"13";"27";"15";"21";"0";"62";"13";"0";"50";"71";"7";"4";"-";"0";"0"
"550003";"550003";"51";"7";"2";"415";"347";"8";"6";"333";"87";"5";"13";"29";"22";"12";"1";"41";"7";"0";"59";"50";"5";"2";"-";"0";"0"
"550004";"550004";"51";"7";"2";"1193";"948";"16";"4";"928";"315";"2";"29";"58";"47";"52";"3";"104";"28";"2";"119";"140";"18";"7";"-";"4";"0"
"550007";"550007";"51";"7";"2";"394";"330";"8";"0";"322";"68";"7";"23";"31";"8";"19";"3";"34";"7";"1";"48";"62";"6";"3";"-";"2";"0"
"550008";"550008";"51";"7";"2";"795";"680";"9";"3";"668";"206";"5";"46";"40";"45";"33";"1";"82";"13";"0";"95";"89";"11";"2";"-";"0";"0"
"550012";"550012";"51";"7";"2";"2436";"2037";"36";"10";"1991";"470";"32";"95";"160";"77";"112";"30";"177";"60";"4";"332";"384";"35";"23";"-";"0";"0"
"550014";"550014";"51";"7";"2";"943";"786";"5";"5";"776";"146";"5";"29";"94";"20";"53";"12";"81";"22";"0";"152";"151";"6";"5";"-";"0";"0"
"550015";"550015";"51";"7";"2";"546";"440";"7";"0";"433";"81";"7";"19";"44";"18";"20";"13";"33";"12";"0";"99";"81";"6";"0";"-";"0";"0"
"550016";"550016";"51";"7";"2";"612";"509";"5";"1";"503";"89";"7";"22";"58";"8";"33";"6";"34";"13";"0";"111";"112";"7";"3";"-";"0";"0"
"550017";"550017";"51";"7";"2";"1472";"1236";"18";"8";"1210";"248";"13";"41";"124";"36";"75";"36";"103";"35";"1";"321";"157";"17";"3";"-";"0";"0"
"550018";"550018";"51";"7";"2";"529";"469";"4";"0";"465";"100";"5";"14";"53";"15";"20";"2";"44";"13";"0";"101";"85";"6";"6";"-";"1";"0"
"550019";"550019";"51";"7";"2";"357";"313";"7";"1";"305";"73";"6";"8";"32";"10";"14";"7";"26";"11";"0";"52";"57";"3";"6";"-";"0";"0"
"550021";"550021";"51";"7";"2";"430";"340";"6";"4";"330";"98";"4";"8";"31";"12";"9";"3";"61";"11";"1";"28";"57";"4";"3";"-";"0";"0"
"550023";"550023";"51";"7";"2";"2983";"2471";"32";"7";"2432";"642";"29";"65";"197";"91";"132";"26";"292";"78";"5";"459";"360";"36";"19";"-";"1";"0"
"550024";"550024";"51";"7";"2";"710";"585";"11";"0";"574";"127";"8";"20";"75";"25";"44";"2";"68";"25";"0";"62";"100";"11";"7";"-";"0";"0"
"550025";"550025";"51";"7";"2";"5915";"4656";"63";"32";"4561";"1447";"94";"300";"198";"428";"260";"23";"540";"112";"4";"561";"429";"104";"49";"-";"11";"1"
"550027";"550027";"51";"7";"2";"782";"664";"11";"5";"648";"154";"8";"38";"53";"27";"32";"2";"57";"27";"2";"91";"147";"4";"5";"-";"0";"1"
"550029";"550029";"51";"7";"2";"661";"547";"7";"0";"540";"153";"5";"36";"42";"37";"19";"3";"51";"20";"0";"71";"86";"7";"9";"-";"1";"0"
"550051";"550051";"51";"7";"2";"394";"331";"8";"1";"322";"72";"5";"13";"23";"18";"19";"4";"54";"16";"2";"48";"37";"6";"5";"-";"0";"0"
"550061";"550061";"51";"7";"2";"2802";"2256";"26";"10";"2220";"585";"15";"79";"188";"59";"129";"11";"544";"73";"3";"211";"288";"20";"15";"-";"0";"0"
"550071";"550071";"51";"7";"2";"421";"362";"8";"0";"354";"62";"4";"12";"31";"17";"23";"2";"73";"9";"0";"50";"63";"8";"0";"-";"0";"0"
"561002";"561002";"52";"7";"2";"10237";"7935";"161";"39";"7735";"2022";"240";"515";"381";"579";"1003";"34";"721";"145";"19";"1065";"477";"349";"171";"-";"13";"1"
"561003";"561003";"52";"7";"2";"2316";"1683";"36";"6";"1641";"610";"32";"66";"88";"102";"125";"6";"123";"55";"6";"206";"127";"63";"29";"-";"3";"0"
"561004";"561004";"52";"7";"2";"3474";"2723";"40";"7";"2676";"971";"61";"124";"141";"245";"201";"12";"195";"93";"7";"256";"209";"115";"43";"-";"3";"0"
"561005";"561005";"52";"7";"2";"4520";"3297";"55";"15";"3227";"1230";"83";"96";"193";"243";"157";"22";"162";"125";"111";"279";"314";"157";"50";"-";"5";"0"
"561006";"561006";"52";"7";"2";"4743";"3809";"54";"18";"3737";"1271";"110";"226";"173";"295";"312";"21";"315";"100";"8";"459";"254";"130";"62";"-";"1";"0"
"561007";"561007";"52";"7";"2";"3476";"2683";"57";"12";"2614";"1044";"61";"82";"143";"219";"131";"10";"166";"88";"31";"221";"257";"124";"35";"-";"2";"0"
"561008";"561008";"53";"7";"2";"1599";"1404";"18";"10";"1376";"381";"39";"62";"97";"57";"124";"9";"117";"33";"6";"246";"170";"24";"9";"-";"2";"0"
"561011";"561011";"52";"7";"2";"3070";"2577";"32";"11";"2534";"783";"77";"148";"112";"172";"199";"8";"228";"63";"13";"432";"227";"54";"16";"-";"2";"0"
"561012";"561012";"53";"7";"2";"2471";"2134";"33";"15";"2086";"586";"38";"114";"169";"94";"166";"11";"189";"54";"5";"347";"259";"35";"19";"-";"0";"0"
"561015";"561015";"52";"7";"2";"5284";"4560";"47";"14";"4499";"1484";"87";"262";"195";"292";"351";"22";"410";"166";"5";"655";"428";"97";"41";"-";"4";"0"
"561016";"561016";"53";"7";"2";"5839";"5154";"48";"16";"5090";"1276";"160";"347";"266";"239";"580";"10";"584";"154";"6";"955";"402";"58";"52";"-";"1";"0"
"561017";"561017";"53";"7";"2";"1102";"978";"13";"2";"963";"269";"17";"40";"80";"54";"85";"7";"95";"24";"3";"167";"104";"8";"10";"-";"0";"0"
"561020";"561020";"53";"7";"2";"2686";"2334";"37";"4";"2293";"676";"43";"101";"127";"146";"200";"9";"217";"69";"4";"359";"272";"36";"29";"-";"4";"1"
"561021";"561021";"52";"7";"2";"2520";"1809";"34";"9";"1766";"767";"42";"44";"77";"103";"66";"17";"97";"73";"30";"197";"149";"77";"21";"-";"4";"2"
"561022";"561022";"52";"7";"2";"2431";"1982";"18";"5";"1959";"614";"28";"80";"153";"89";"137";"12";"170";"73";"8";"282";"267";"32";"11";"-";"3";"0"
"561023";"561023";"52";"7";"2";"3052";"2492";"38";"6";"2448";"972";"38";"100";"182";"181";"123";"15";"172";"84";"2";"260";"248";"51";"17";"-";"2";"1"
"561024";"561024";"53";"7";"2";"2912";"2522";"33";"2";"2487";"797";"56";"129";"126";"122";"222";"24";"280";"55";"3";"400";"229";"30";"14";"-";"0";"0"
"561025";"561025";"53";"7";"2";"7844";"6547";"102";"38";"6407";"1863";"103";"288";"398";"350";"489";"47";"598";"157";"7";"1080";"825";"125";"74";"-";"2";"1"
"561028";"561028";"53";"7";"2";"8627";"7279";"88";"22";"7169";"2157";"147";"292";"354";"629";"480";"28";"659";"153";"10";"1244";"660";"237";"119";"-";"0";"0"
"561032";"561032";"53";"7";"2";"1414";"1213";"19";"0";"1194";"331";"21";"35";"94";"78";"93";"12";"116";"32";"0";"158";"161";"35";"27";"-";"1";"0"
"561033";"561033";"53";"7";"2";"1998";"1687";"27";"12";"1648";"454";"18";"58";"126";"72";"131";"11";"132";"50";"2";"319";"242";"19";"13";"-";"0";"1"
"561035";"561035";"53";"7";"2";"31";"28";"0";"0";"28";"12";"0";"0";"0";"1";"1";"0";"2";"1";"0";"4";"6";"1";"0";"-";"0";"0"
"561038";"561038";"53";"7";"2";"1131";"921";"18";"8";"895";"204";"17";"22";"73";"48";"62";"7";"76";"23";"4";"173";"160";"13";"13";"-";"0";"0"
"561040";"561040";"53";"7";"2";"2663";"2209";"33";"6";"2170";"499";"34";"77";"200";"103";"149";"17";"188";"66";"0";"412";"385";"27";"13";"-";"0";"0"
"563001";"563001";"52";"7";"2";"2381";"2140";"28";"11";"2101";"624";"71";"161";"77";"191";"131";"9";"202";"34";"1";"180";"185";"128";"103";"-";"4";"0"
"563002";"563002";"52";"7";"2";"273";"258";"3";"0";"255";"73";"9";"23";"4";"28";"10";"0";"18";"2";"0";"26";"13";"29";"20";"-";"0";"0"
"573001";"573001";"54";"7";"2";"10967";"8968";"128";"57";"8783";"2554";"147";"535";"450";"417";"654";"37";"807";"228";"27";"1697";"971";"154";"101";"-";"4";"0"
"573004";"573004";"54";"7";"2";"817";"741";"17";"6";"718";"160";"8";"38";"38";"35";"48";"5";"63";"17";"0";"182";"99";"17";"8";"-";"0";"0"
"573005";"573005";"54";"7";"2";"600";"527";"12";"2";"513";"121";"6";"27";"39";"21";"43";"3";"42";"10";"0";"107";"72";"13";"8";"-";"1";"0"
"573006";"573006";"54";"7";"2";"614";"541";"8";"1";"532";"108";"18";"25";"38";"19";"31";"3";"48";"9";"0";"125";"96";"8";"4";"-";"0";"0"
"573007";"573007";"54";"7";"2";"1147";"1041";"15";"3";"1023";"257";"15";"55";"93";"38";"98";"5";"84";"27";"0";"208";"119";"14";"10";"-";"0";"0"
"573008";"573008";"54";"7";"2";"759";"677";"11";"0";"666";"152";"10";"23";"43";"20";"34";"6";"43";"10";"0";"192";"125";"6";"2";"-";"0";"0"
"573009";"573009";"54";"7";"2";"926";"827";"10";"4";"813";"182";"14";"35";"63";"31";"64";"7";"91";"17";"0";"167";"123";"8";"11";"-";"0";"0"
"573010";"573010";"54";"7";"2";"856";"721";"13";"5";"703";"132";"8";"34";"83";"31";"47";"13";"46";"21";"1";"141";"137";"5";"4";"-";"0";"0"
"573013";"573013";"54";"7";"2";"1640";"1380";"14";"2";"1364";"332";"21";"60";"72";"44";"75";"10";"124";"32";"0";"314";"233";"27";"19";"-";"0";"1"
"573014";"573014";"54";"7";"2";"566";"495";"4";"2";"489";"100";"6";"38";"22";"22";"20";"15";"45";"14";"0";"116";"78";"9";"4";"-";"0";"0"
"573015";"573015";"54";"7";"2";"1091";"941";"11";"7";"923";"203";"12";"56";"65";"38";"53";"6";"72";"28";"0";"234";"139";"8";"7";"-";"2";"0"
"573018";"573018";"54";"7";"2";"2834";"2452";"31";"8";"2413";"657";"41";"198";"152";"108";"152";"8";"213";"65";"1";"396";"357";"50";"11";"-";"3";"1"
"573019";"573019";"54";"7";"2";"403";"356";"5";"0";"351";"77";"3";"36";"16";"17";"28";"0";"38";"11";"0";"61";"58";"4";"2";"-";"0";"0"
"573022";"573022";"54";"7";"2";"828";"724";"6";"1";"717";"141";"5";"19";"81";"19";"47";"2";"65";"29";"0";"198";"102";"8";"0";"-";"1";"0"
"573023";"573023";"54";"7";"2";"1159";"999";"17";"1";"981";"185";"16";"38";"59";"38";"68";"9";"85";"19";"0";"281";"164";"11";"8";"-";"0";"0"
"573024";"573024";"54";"7";"2";"466";"406";"5";"0";"401";"54";"9";"27";"23";"12";"15";"2";"36";"16";"0";"114";"80";"5";"8";"-";"0";"0"
"573026";"573026";"54";"7";"2";"1027";"913";"11";"4";"898";"174";"12";"41";"74";"37";"85";"4";"82";"14";"2";"237";"125";"6";"5";"-";"0";"0"
"573027";"573027";"54";"7";"2";"758";"632";"12";"1";"619";"103";"4";"19";"62";"21";"41";"6";"47";"24";"0";"175";"109";"3";"4";"-";"1";"0"
"573028";"573028";"54";"7";"2";"969";"834";"11";"8";"815";"162";"13";"42";"52";"26";"58";"4";"40";"24";"0";"241";"137";"11";"5";"-";"0";"0"
"573030";"573030";"54";"7";"2";"4253";"3621";"45";"4";"3572";"812";"59";"142";"241";"106";"202";"103";"242";"84";"3";"942";"555";"50";"31";"-";"0";"0"
"573031";"573031";"54";"7";"2";"1442";"1233";"18";"5";"1210";"249";"13";"24";"78";"36";"63";"8";"82";"35";"1";"453";"146";"7";"15";"-";"0";"0"
"573032";"573032";"54";"7";"2";"1331";"1110";"17";"1";"1092";"292";"18";"37";"64";"35";"68";"15";"90";"23";"4";"243";"173";"13";"17";"-";"0";"0"
"573033";"573033";"54";"7";"2";"546";"475";"6";"0";"469";"69";"3";"21";"39";"17";"41";"6";"37";"11";"1";"141";"74";"5";"4";"-";"0";"0"
"575001";"575001";"55";"7";"2";"4012";"3320";"52";"11";"3257";"904";"47";"147";"250";"157";"225";"11";"275";"103";"3";"647";"421";"43";"20";"-";"2";"2"
"575002";"575002";"55";"7";"2";"609";"529";"3";"1";"525";"111";"7";"19";"53";"30";"35";"0";"28";"14";"0";"122";"96";"4";"5";"-";"1";"0"
"575003";"575003";"55";"7";"2";"2547";"2070";"42";"11";"2017";"515";"48";"72";"156";"99";"142";"17";"154";"70";"0";"396";"292";"31";"17";"-";"7";"1"
"575004";"575004";"55";"7";"2";"831";"735";"6";"1";"728";"134";"5";"11";"90";"18";"50";"5";"72";"33";"3";"169";"123";"7";"5";"-";"3";"0"
"575005";"575005";"55";"7";"2";"903";"788";"4";"3";"781";"142";"11";"22";"96";"31";"41";"5";"70";"24";"0";"210";"114";"9";"6";"-";"0";"0"
"575006";"575006";"55";"7";"2";"377";"324";"2";"0";"322";"63";"6";"10";"17";"16";"29";"7";"22";"7";"0";"94";"46";"3";"2";"-";"0";"0"
"575007";"575007";"55";"7";"2";"2556";"2088";"39";"6";"2043";"434";"31";"140";"170";"71";"147";"31";"158";"64";"3";"448";"285";"36";"25";"-";"0";"0"
"575008";"575008";"55";"7";"2";"669";"577";"14";"2";"561";"106";"7";"16";"66";"25";"39";"13";"45";"11";"0";"98";"105";"20";"9";"-";"1";"0"
"575009";"575009";"55";"7";"2";"1937";"1696";"30";"5";"1661";"434";"31";"76";"129";"83";"142";"11";"133";"56";"0";"330";"186";"29";"20";"-";"0";"1"
"575010";"575010";"55";"7";"2";"507";"447";"7";"1";"439";"68";"7";"29";"48";"9";"35";"3";"32";"4";"1";"112";"83";"5";"2";"-";"1";"0"
"575011";"575011";"55";"7";"2";"1221";"1016";"20";"4";"992";"268";"7";"27";"97";"51";"69";"4";"61";"28";"0";"225";"130";"11";"12";"-";"1";"1"
"575012";"575012";"55";"7";"2";"335";"292";"0";"0";"292";"43";"3";"16";"24";"12";"22";"4";"28";"11";"1";"85";"32";"8";"3";"-";"0";"0"
"575013";"575013";"55";"7";"2";"562";"479";"8";"2";"469";"103";"3";"29";"65";"24";"39";"4";"16";"11";"0";"93";"74";"3";"5";"-";"0";"0"
"575014";"575014";"55";"7";"2";"6694";"5466";"77";"25";"5364";"1746";"86";"279";"308";"262";"402";"15";"465";"166";"10";"872";"591";"100";"52";"-";"4";"6"
"575015";"575015";"55";"7";"2";"506";"459";"6";"0";"453";"76";"7";"18";"34";"28";"38";"1";"41";"20";"0";"109";"70";"3";"7";"-";"1";"0"
"575016";"575016";"55";"7";"2";"2479";"2231";"19";"13";"2199";"483";"51";"142";"119";"130";"229";"5";"271";"27";"3";"456";"200";"40";"41";"-";"0";"2"
"575017";"575017";"55";"7";"2";"1061";"925";"13";"3";"909";"195";"19";"93";"74";"54";"85";"6";"64";"23";"2";"151";"118";"12";"11";"-";"0";"2"
"575018";"575018";"55";"7";"2";"1079";"943";"17";"2";"924";"246";"17";"36";"104";"47";"63";"4";"81";"41";"2";"136";"113";"24";"10";"-";"0";"0"
"575019";"575019";"55";"7";"2";"1465";"1231";"19";"3";"1209";"262";"16";"57";"146";"57";"97";"10";"72";"55";"0";"201";"210";"16";"9";"-";"1";"0"
"580001";"580001";"50";"7";"2";"604";"497";"15";"2";"480";"122";"4";"26";"57";"13";"30";"4";"45";"23";"2";"74";"75";"4";"1";"-";"0";"0"
"580002";"580002";"50";"7";"2";"631";"534";"5";"2";"527";"113";"5";"12";"52";"16";"46";"10";"47";"14";"2";"118";"78";"7";"6";"-";"1";"0"
"580003";"580003";"50";"7";"2";"5145";"4271";"57";"14";"4200";"1345";"78";"194";"286";"149";"293";"34";"289";"149";"8";"677";"631";"45";"14";"-";"5";"3"
"580004";"580004";"50";"7";"2";"3321";"2881";"28";"9";"2844";"789";"63";"122";"177";"175";"217";"17";"272";"72";"0";"461";"379";"56";"42";"-";"1";"1"
"580005";"580005";"50";"7";"2";"1402";"1223";"18";"2";"1203";"366";"21";"47";"119";"34";"60";"9";"81";"61";"0";"165";"219";"13";"7";"-";"1";"0"
"580006";"580006";"50";"7";"2";"616";"524";"4";"2";"518";"87";"7";"15";"87";"13";"36";"1";"26";"18";"2";"91";"127";"4";"3";"-";"1";"0"
"580007";"580007";"50";"7";"2";"1492";"1212";"12";"4";"1196";"309";"9";"47";"147";"31";"78";"9";"73";"44";"0";"218";"211";"15";"5";"-";"0";"0"
"580008";"580008";"50";"7";"2";"1719";"1476";"15";"9";"1452";"384";"26";"101";"89";"67";"145";"8";"133";"48";"3";"204";"189";"32";"23";"-";"0";"0"
"580009";"580009";"50";"7";"2";"1592";"1336";"23";"4";"1309";"315";"23";"59";"160";"42";"84";"7";"113";"51";"0";"219";"205";"19";"11";"-";"1";"0"
"580010";"580010";"50";"7";"2";"868";"734";"16";"4";"714";"203";"15";"24";"69";"33";"30";"6";"63";"20";"0";"135";"95";"12";"9";"-";"0";"0"
"580011";"580011";"50";"7";"2";"1719";"1394";"15";"6";"1373";"271";"6";"77";"151";"19";"85";"37";"97";"54";"1";"257";"291";"14";"12";"-";"0";"1"
"580012";"580012";"50";"7";"2";"2364";"1837";"51";"6";"1780";"484";"32";"78";"164";"70";"86";"10";"116";"69";"2";"332";"310";"20";"5";"-";"1";"1"
"580013";"580013";"50";"7";"2";"1552";"1294";"17";"3";"1274";"339";"16";"46";"148";"38";"59";"4";"101";"45";"1";"201";"239";"24";"12";"-";"0";"1"
"580014";"580014";"50";"7";"2";"2755";"2254";"37";"3";"2214";"539";"42";"133";"205";"64";"156";"3";"198";"92";"2";"385";"325";"31";"37";"-";"2";"0"
"580015";"580015";"50";"7";"2";"3340";"2650";"29";"12";"2609";"760";"35";"119";"222";"81";"132";"3";"192";"100";"15";"404";"477";"51";"15";"-";"1";"2"
"580016";"580016";"50";"7";"2";"7301";"5852";"77";"33";"5742";"1718";"182";"283";"314";"370";"467";"42";"536";"149";"13";"884";"506";"162";"112";"-";"4";"0"
"580017";"580017";"50";"7";"2";"2948";"2452";"45";"6";"2401";"905";"51";"104";"101";"125";"133";"8";"214";"83";"16";"308";"256";"64";"27";"-";"5";"1"
"580018";"580018";"50";"7";"2";"2218";"1803";"27";"4";"1772";"646";"46";"71";"117";"114";"97";"8";"140";"66";"15";"224";"162";"45";"18";"-";"3";"0"
"607001";"607001";"58";"7";"2";"10744";"8384";"145";"35";"8204";"2975";"171";"337";"452";"660";"592";"65";"713";"229";"20";"770";"703";"336";"176";"-";"4";"1"
"607002";"607002";"58";"7";"2";"1128";"987";"10";"3";"974";"273";"14";"45";"77";"49";"69";"8";"94";"28";"6";"135";"129";"28";"19";"-";"0";"0"
"607003";"607003";"58";"7";"2";"7249";"6417";"65";"17";"6335";"1949";"134";"363";"272";"383";"584";"26";"758";"183";"8";"859";"584";"139";"92";"-";"0";"1"
"607004";"607004";"58";"7";"2";"562";"483";"13";"1";"469";"106";"15";"19";"70";"17";"35";"3";"42";"17";"1";"61";"71";"7";"5";"-";"0";"0"
"607005";"607005";"58";"7";"2";"4391";"3844";"57";"6";"3781";"1038";"86";"219";"220";"199";"355";"24";"508";"73";"2";"524";"397";"75";"60";"-";"1";"0"
"607006";"607006";"58";"7";"2";"7804";"5995";"104";"18";"5873";"2320";"127";"233";"274";"376";"348";"44";"484";"222";"52";"561";"559";"199";"70";"-";"4";"0"
"607007";"607007";"58";"7";"2";"1454";"1313";"19";"2";"1292";"403";"22";"68";"68";"78";"101";"6";"145";"28";"4";"160";"150";"26";"25";"-";"8";"0"
"607008";"607008";"58";"7";"2";"5170";"3885";"83";"20";"3782";"1253";"83";"159";"205";"288";"333";"21";"367";"101";"15";"368";"284";"200";"99";"-";"6";"0"
"615001";"615001";"71";"8";"3";"4497";"3404";"55";"33";"3316";"1315";"74";"119";"157";"215";"272";"9";"220";"143";"15";"264";"260";"197";"53";"3";"0";"-"
"615002";"615002";"71";"8";"3";"4526";"3347";"67";"13";"3267";"1168";"99";"140";"158";"211";"307";"15";"196";"101";"13";"321";"270";"167";"96";"5";"0";"-"
"615003";"615003";"71";"8";"3";"8023";"5998";"117";"46";"5835";"1747";"205";"315";"240";"366";"794";"25";"507";"142";"22";"692";"375";"265";"128";"11";"1";"-"
"615004";"615004";"71";"8";"3";"151";"136";"6";"0";"130";"46";"4";"6";"4";"6";"0";"0";"9";"6";"0";"14";"19";"8";"8";"0";"0";"-"
"615005";"615005";"71";"8";"3";"4110";"3254";"46";"11";"3197";"1148";"135";"104";"101";"275";"290";"19";"240";"105";"15";"304";"217";"165";"73";"6";"0";"-"
"615006";"615006";"71";"8";"3";"7519";"6486";"90";"13";"6383";"2364";"148";"273";"264";"378";"581";"28";"554";"184";"28";"767";"570";"166";"76";"1";"1";"-"
"615007";"615007";"71";"8";"3";"4182";"3661";"56";"13";"3592";"1153";"82";"161";"154";"259";"330";"23";"332";"83";"20";"510";"357";"95";"31";"1";"1";"-"
"615008";"615008";"71";"8";"3";"2685";"2386";"29";"5";"2352";"652";"77";"133";"81";"150";"288";"16";"244";"36";"10";"375";"225";"41";"22";"1";"1";"-"
"615009";"615009";"71";"8";"3";"3045";"2649";"27";"11";"2611";"662";"92";"138";"113";"168";"284";"10";"316";"74";"10";"412";"232";"52";"46";"1";"1";"-"
"615010";"615010";"71";"8";"3";"2828";"2446";"35";"6";"2405";"692";"78";"112";"102";"159";"243";"10";"269";"70";"4";"336";"228";"66";"35";"1";"0";"-"
"615011";"615011";"71";"8";"3";"4899";"4529";"35";"5";"4489";"1026";"153";"363";"122";"258";"629";"18";"582";"92";"4";"782";"280";"106";"74";"0";"0";"-"
"615012";"615012";"71";"8";"3";"2945";"2664";"39";"5";"2620";"835";"52";"151";"86";"189";"262";"10";"272";"46";"2";"396";"213";"74";"32";"0";"0";"-"
"615013";"615013";"71";"8";"3";"3726";"3126";"41";"12";"3073";"887";"49";"140";"132";"140";"254";"15";"286";"94";"4";"500";"437";"85";"49";"0";"1";"-"
"615014";"615014";"71";"8";"3";"1316";"1168";"13";"2";"1153";"238";"39";"60";"82";"54";"102";"11";"112";"35";"2";"207";"155";"29";"27";"0";"0";"-"
"615015";"615015";"71";"8";"3";"833";"742";"11";"2";"729";"180";"25";"32";"46";"53";"59";"5";"42";"16";"3";"95";"91";"33";"43";"5";"1";"-"
"615016";"615016";"71";"8";"3";"2774";"2421";"35";"4";"2382";"651";"52";"109";"131";"152";"214";"4";"185";"60";"2";"390";"305";"74";"51";"1";"1";"-"
"615017";"615017";"71";"8";"3";"2080";"1818";"31";"4";"1783";"471";"53";"89";"80";"146";"149";"9";"193";"42";"2";"246";"177";"54";"71";"1";"0";"-"
"615018";"615018";"71";"8";"3";"2576";"2223";"22";"7";"2194";"623";"39";"94";"153";"156";"171";"8";"183";"63";"4";"328";"234";"87";"51";"0";"0";"-"
"615019";"615019";"71";"8";"3";"1349";"1178";"21";"1";"1156";"336";"22";"41";"59";"100";"72";"5";"139";"31";"1";"151";"121";"41";"35";"2";"0";"-"
"615020";"615020";"71";"8";"3";"519";"478";"7";"1";"470";"107";"31";"13";"24";"33";"31";"2";"44";"13";"0";"64";"63";"27";"18";"0";"0";"-"
"615021";"615021";"71";"8";"3";"1279";"820";"21";"7";"792";"308";"24";"25";"32";"53";"79";"7";"36";"26";"37";"45";"39";"63";"18";"0";"0";"-"
"615022";"615022";"71";"8";"3";"380";"330";"1";"1";"328";"98";"8";"16";"12";"19";"27";"5";"30";"15";"2";"43";"38";"10";"5";"0";"0";"-"
"621001";"621001";"59";"7";"2";"5840";"4669";"79";"22";"4568";"969";"195";"279";"227";"443";"552";"19";"468";"112";"23";"625";"246";"233";"174";"-";"3";"0"
"621002";"621002";"59";"7";"2";"3471";"2414";"53";"13";"2348";"654";"96";"92";"92";"243";"158";"13";"205";"81";"112";"211";"187";"137";"62";"-";"3";"2"
"621003";"621003";"59";"7";"2";"3933";"3149";"27";"14";"3108";"994";"109";"125";"118";"280";"217";"17";"276";"126";"53";"355";"260";"130";"43";"-";"4";"1"
"621004";"621004";"59";"7";"2";"6535";"5860";"51";"21";"5788";"1177";"235";"419";"241";"349";"755";"16";"825";"125";"17";"1044";"408";"98";"76";"-";"3";"0"
